"Código de radio.","Total de hogares","Hogares con al menos un indicador NBI","Hogares con computadora","Hogares con una o más personas de servicio doméstico sin retiro (con cama)","Hogares con hacinamiento (>= 3 personas por cuarto)","Hogares sin heladeras","Hogares sin sistema de botón, cadena o mochila para limpieza del inodoro.","Hogares sin agua para beber y cocinar proveniente de red pública","Hogares sin cañería de agua en la vivienda","Hogares sin cloaca","Hogares con desagüe a hoyo o pozo ciego sin cámara","Hogares sin cobertura de techo tipo 1 (Membrana, baldosa, losa o teja)","Hogares sin piso tipo 1 (cerámica, baldosa, mosaico, mármol, madera, alfombrado)","Hogares con teléfono celular","Hogares con teléfono fijo","Hogares con garrafa o leña como combustible usado principalmente para cocinar","Hogares propietarios de la vivienda","Hogares inquilinos de la vivienda","Hogares ni propietarios ni inquilinos","Hogares con jefatura femenina","Hogares con jefe nacido en país limítrofe + Perú","Hogares con jefes con primaria completa o secundaria incompleto","Hogares con jefes con secundaria completa o superior incompleto","Hogares con jefes con secundaria completa o más","Hogares con jefes con terciaria completa","Hogares con jefes con universitaria completa","Hogares con cónyugues con secundaria completa o más","Código de provincia","Nombre de provincia","Código de departamentos/comuna","Nombre de departamentos/comuna","Código de radio","Población total","Total de hogares","Latitud del centroide","Longitud del centroide","Superficie en km2","Geometría en WKT"
"066230404",259,2,142,1,2,0,0,0,0,4,2,22,4,207,208,23,179,63,17,83,0,129,75,130,25,30,89,"06","Buenos Aires","06623","Pergamino","066230404",671,259,-33.898704,-60.56492,0.10063647994638,"POLYGON((-60.564406 -33.900272,-60.564772 -33.901033,-60.565117 -33.900919,-60.566012 -33.900613,-60.566874 -33.900332,-60.566548 -33.899526,-60.565834 -33.897947,-60.565441 -33.897138,-60.565096 -33.896387,-60.564187 -33.896686,-60.562919 -33.897117,-60.563272 -33.897872,-60.563667 -33.898689,-60.564030 -33.899473,-60.564406 -33.900272))"
"066230504",322,4,143,0,4,4,12,0,12,74,65,20,22,266,248,71,257,36,29,145,0,196,94,121,22,5,73,"06","Buenos Aires","06623","Pergamino","066230504",958,322,-33.89966,-60.578871,0.11170274872567,"POLYGON((-60.578458 -33.898660,-60.577468 -33.899061,-60.576767 -33.899338,-60.575843 -33.899766,-60.576319 -33.900649,-60.576759 -33.901440,-60.579563 -33.900453,-60.580395 -33.900155,-60.582129 -33.899480,-60.581448 -33.898255,-60.580491 -33.898679,-60.580110 -33.897998,-60.578705 -33.898559,-60.578458 -33.898660))"
"066232911",230,31,63,0,22,28,40,8,40,141,68,138,114,203,91,198,155,32,43,67,5,186,31,37,4,2,32,"06","Buenos Aires","06623","Pergamino","066232911",835,230,-33.903625,-60.597069,0.41729662472547,"POLYGON((-60.598351 -33.900863,-60.598252 -33.900881,-60.598209 -33.900878,-60.598165 -33.900890,-60.598025 -33.900910,-60.597823 -33.900959,-60.597704 -33.900985,-60.597605 -33.901003,-60.597519 -33.901035,-60.597447 -33.901054,-60.597349 -33.901090,-60.597218 -33.901143,-60.597072 -33.901209,-60.596854 -33.901266,-60.596750 -33.901270,-60.596652 -33.901269,-60.596570 -33.901274,-60.596473 -33.901297,-60.596451 -33.901305,-60.596386 -33.901338,-60.596261 -33.901377,-60.596175 -33.901409,-60.596053 -33.901435,-60.595748 -33.901442,-60.595661 -33.901446,-60.595554 -33.901464,-60.595466 -33.901473,-60.595291 -33.901445,-60.595215 -33.901437,-60.595117 -33.901404,-60.594963 -33.901378,-60.594795 -33.901332,-60.594534 -33.901241,-60.594439 -33.901231,-60.594343 -33.901208,-60.594080 -33.901153,-60.593983 -33.901143,-60.593896 -33.901144,-60.593743 -33.901154,-60.593591 -33.901146,-60.593482 -33.901109,-60.593341 -33.901101,-60.593140 -33.901146,-60.593051 -33.901174,-60.592977 -33.901220,-60.592824 -33.901286,-60.592660 -33.901328,-60.592535 -33.901335,-60.592225 -33.901343,-60.592075 -33.901354,-60.592254 -33.901729,-60.592561 -33.902354,-60.593027 -33.903338,-60.593455 -33.904274,-60.593907 -33.905210,-60.594358 -33.906155,-60.594751 -33.906863,-60.596648 -33.906533,-60.600607 -33.905861,-60.601184 -33.905759,-60.601649 -33.905688,-60.600097 -33.900983,-60.600362 -33.899807,-60.600133 -33.899958,-60.600031 -33.900044,-60.599893 -33.900146,-60.599787 -33.900218,-60.599700 -33.900268,-60.599583 -33.900344,-60.599470 -33.900425,-60.599406 -33.900467,-60.599357 -33.900519,-60.599250 -33.900605,-60.599139 -33.900654,-60.599063 -33.900668,-60.598934 -33.900707,-60.598815 -33.900755,-60.598686 -33.900785,-60.598595 -33.900821,-60.598351 -33.900863))"
"066230401",345,2,222,1,1,0,2,0,2,7,5,36,5,295,269,18,239,81,25,134,0,119,114,221,39,68,133,"06","Buenos Aires","06623","Pergamino","066230401",841,345,-33.901034,-60.573622,0.13104596530246,"POLYGON((-60.571975 -33.899979,-60.572353 -33.901058,-60.571336 -33.901321,-60.572180 -33.903512,-60.573064 -33.903307,-60.573061 -33.903296,-60.573130 -33.903278,-60.572912 -33.902656,-60.574158 -33.902257,-60.574673 -33.902102,-60.576759 -33.901440,-60.576319 -33.900649,-60.575843 -33.899766,-60.574109 -33.900555,-60.573720 -33.899427,-60.573385 -33.898582,-60.571690 -33.899166,-60.571975 -33.899979))"
"066230507",393,14,172,0,10,11,38,0,38,121,119,52,51,337,283,109,325,41,27,160,0,266,96,125,26,3,80,"06","Buenos Aires","06623","Pergamino","066230507",1288,393,-33.90164,-60.578848,0.19673661039476,"POLYGON((-60.573313 -33.903798,-60.573340 -33.903873,-60.574011 -33.903722,-60.575282 -33.903469,-60.576640 -33.903155,-60.577758 -33.902813,-60.579039 -33.902482,-60.581125 -33.902000,-60.582329 -33.901711,-60.583473 -33.901477,-60.584064 -33.901344,-60.583861 -33.900923,-60.583436 -33.900022,-60.582976 -33.899146,-60.581161 -33.899859,-60.580395 -33.900155,-60.579563 -33.900453,-60.576759 -33.901440,-60.574673 -33.902102,-60.574158 -33.902257,-60.572912 -33.902656,-60.573313 -33.903798))"
"066230402",320,1,187,2,0,0,1,0,1,4,2,23,23,268,255,39,227,77,16,128,1,145,89,171,32,50,122,"06","Buenos Aires","06623","Pergamino","066230402",808,320,-33.90187,-60.570629,0.14399567903059,"POLYGON((-60.569525 -33.903100,-60.570109 -33.904274,-60.570246 -33.904570,-60.570783 -33.904440,-60.572368 -33.904093,-60.573340 -33.903873,-60.573130 -33.903278,-60.573061 -33.903296,-60.573064 -33.903307,-60.572180 -33.903512,-60.571336 -33.901321,-60.572353 -33.901058,-60.571690 -33.899166,-60.570621 -33.899544,-60.569423 -33.899957,-60.568197 -33.900390,-60.568752 -33.901543,-60.569525 -33.903100))"
"066230510",370,2,179,0,1,1,3,5,3,58,32,19,15,302,286,59,284,41,45,154,0,194,126,168,30,12,102,"06","Buenos Aires","06623","Pergamino","066230510",1032,370,-33.902844,-60.58863,0.29112698078682,"POLYGON((-60.586827 -33.900749,-60.586684 -33.900760,-60.586512 -33.900785,-60.586359 -33.900796,-60.585886 -33.900880,-60.585761 -33.900878,-60.585673 -33.900888,-60.585511 -33.900926,-60.585310 -33.901004,-60.584847 -33.901147,-60.584216 -33.901282,-60.584058 -33.901330,-60.584217 -33.901675,-60.584700 -33.902688,-60.585579 -33.904559,-60.585677 -33.904779,-60.586040 -33.905558,-60.587124 -33.905208,-60.586657 -33.904235,-60.587859 -33.903844,-60.588300 -33.904834,-60.589474 -33.904462,-60.590647 -33.904081,-60.591090 -33.905028,-60.592417 -33.904594,-60.593455 -33.904274,-60.593027 -33.903338,-60.592561 -33.902354,-60.592254 -33.901729,-60.592075 -33.901354,-60.591974 -33.901354,-60.591666 -33.901371,-60.591535 -33.901387,-60.591405 -33.901385,-60.591275 -33.901379,-60.591095 -33.901384,-60.590855 -33.901364,-60.590759 -33.901346,-60.590650 -33.901350,-60.590539 -33.901340,-60.590410 -33.901325,-60.590268 -33.901295,-60.590158 -33.901268,-60.590043 -33.901224,-60.589929 -33.901202,-60.589822 -33.901175,-60.589719 -33.901133,-60.589527 -33.901093,-60.589441 -33.901071,-60.589060 -33.901008,-60.588864 -33.900967,-60.588761 -33.900962,-60.588640 -33.900943,-60.588499 -33.900896,-60.588346 -33.900866,-60.588198 -33.900851,-60.587484 -33.900751,-60.587332 -33.900744,-60.587212 -33.900752,-60.587104 -33.900743,-60.586937 -33.900738,-60.586827 -33.900749))"
"066232204",294,4,132,0,4,4,12,0,12,85,65,20,20,243,229,74,236,35,23,135,0,185,85,105,16,4,65,"06","Buenos Aires","06623","Pergamino","066232204",876,294,-33.900316,-60.548794,0.1057545139708,"POLYGON((-60.551075 -33.901448,-60.551183 -33.901451,-60.551271 -33.899553,-60.551295 -33.899431,-60.550542 -33.899321,-60.550287 -33.899293,-60.550038 -33.899272,-60.546398 -33.899197,-60.546297 -33.901275,-60.547777 -33.901310,-60.547775 -33.901354,-60.551075 -33.901448))"
"066230405",332,15,177,1,11,4,3,1,3,19,9,48,26,264,263,61,264,47,21,126,1,181,96,141,27,18,96,"06","Buenos Aires","06623","Pergamino","066230405",931,332,-33.902851,-60.567273,0.19813917341474,"POLYGON((-60.566874 -33.900332,-60.566012 -33.900613,-60.565117 -33.900919,-60.564366 -33.901167,-60.564738 -33.901960,-60.564955 -33.902440,-60.565112 -33.902760,-60.565863 -33.904337,-60.566299 -33.905275,-60.566264 -33.905288,-60.566272 -33.905307,-60.566090 -33.905363,-60.566203 -33.905655,-60.566178 -33.905662,-60.566208 -33.905732,-60.566636 -33.905587,-60.567621 -33.905314,-60.568570 -33.905035,-60.569648 -33.904714,-60.570246 -33.904570,-60.570109 -33.904274,-60.568752 -33.901543,-60.568197 -33.900390,-60.568158 -33.900404,-60.567946 -33.899968,-60.566874 -33.900332))"
"066232213",201,2,97,0,2,2,6,0,6,94,39,15,10,166,161,74,158,25,18,86,0,131,58,68,8,2,51,"06","Buenos Aires","06623","Pergamino","066232213",590,201,-33.900888,-60.542523,0.23694527745849,"POLYGON((-60.538938 -33.901034,-60.538866 -33.902548,-60.541470 -33.902636,-60.542079 -33.902649,-60.542656 -33.902627,-60.543940 -33.902682,-60.544976 -33.902718,-60.544977 -33.902697,-60.545053 -33.902699,-60.545052 -33.902765,-60.545109 -33.901349,-60.545144 -33.901270,-60.546295 -33.901311,-60.546398 -33.899197,-60.544392 -33.899156,-60.543840 -33.899149,-60.543379 -33.899170,-60.542992 -33.899201,-60.539911 -33.899466,-60.539633 -33.899503,-60.539336 -33.899555,-60.539019 -33.899646,-60.538977 -33.900315,-60.538938 -33.901034))"
"066232205",321,2,153,0,2,2,6,0,6,69,34,10,15,261,252,76,245,42,34,146,0,181,103,133,23,7,85,"06","Buenos Aires","06623","Pergamino","066232205",900,321,-33.902978,-60.550174,0.20690303403402,"MULTIPOLYGON(((-60.551224 -33.900555,-60.551183 -33.901451,-60.547847 -33.901356,-60.547774 -33.902848,-60.547602 -33.902843,-60.547547 -33.904245,-60.546681 -33.904219,-60.546653 -33.904916,-60.548287 -33.904954,-60.549270 -33.904996,-60.550336 -33.905037,-60.551362 -33.905059,-60.552513 -33.905088,-60.552452 -33.902991,-60.552375 -33.899577,-60.552384 -33.899577,-60.551295 -33.899431,-60.551271 -33.899553,-60.551224 -33.900555)),((-60.551201 -33.899416,-60.551266 -33.899426,-60.551201 -33.899412,-60.551201 -33.899416)))"
"066232209",83,0,47,0,0,0,0,3,0,9,4,6,2,75,62,7,65,8,10,25,0,40,32,42,9,1,29,"06","Buenos Aires","06623","Pergamino","066232209",251,83,-33.917099,-60.535396,6.4974665336496,"POLYGON((-60.524960 -33.904466,-60.523739 -33.917352,-60.522744 -33.929939,-60.537162 -33.930298,-60.547114 -33.930517,-60.547379 -33.929475,-60.547505 -33.928450,-60.547910 -33.927115,-60.548931 -33.925734,-60.549966 -33.923040,-60.550284 -33.922152,-60.552260 -33.920336,-60.552669 -33.919457,-60.547072 -33.919427,-60.544112 -33.914782,-60.544242 -33.907759,-60.544719 -33.907788,-60.544772 -33.906989,-60.544925 -33.905046,-60.544844 -33.905049,-60.544845 -33.905087,-60.544322 -33.905064,-60.544292 -33.905065,-60.544292 -33.905062,-60.543888 -33.905040,-60.543905 -33.904693,-60.543572 -33.904677,-60.543364 -33.904644,-60.543339 -33.904557,-60.542650 -33.904523,-60.542706 -33.903650,-60.542618 -33.903624,-60.542073 -33.903617,-60.542165 -33.902671,-60.542077 -33.902669,-60.542079 -33.902649,-60.541470 -33.902636,-60.538866 -33.902548,-60.538938 -33.901034,-60.538977 -33.900315,-60.539019 -33.899645,-60.539322 -33.899559,-60.539093 -33.899094,-60.539084 -33.898986,-60.538882 -33.899003,-60.538811 -33.899022,-60.534484 -33.901024,-60.528458 -33.903090,-60.524992 -33.904128,-60.524960 -33.904466))"
"066230406",404,1,219,0,0,2,1,6,1,37,8,34,8,352,301,72,312,71,21,145,2,216,136,184,28,20,132,"06","Buenos Aires","06623","Pergamino","066230406",1130,404,-33.902654,-60.562098,0.21043308185367,"POLYGON((-60.558709 -33.901247,-60.559084 -33.902020,-60.559462 -33.902814,-60.560945 -33.904172,-60.560877 -33.904114,-60.559942 -33.904837,-60.560710 -33.905523,-60.561653 -33.904818,-60.561675 -33.904836,-60.565200 -33.903646,-60.565582 -33.904377,-60.566090 -33.905363,-60.566272 -33.905307,-60.566264 -33.905288,-60.566299 -33.905275,-60.565863 -33.904337,-60.565112 -33.902760,-60.564955 -33.902440,-60.564738 -33.901960,-60.564366 -33.901167,-60.563695 -33.901400,-60.563626 -33.901416,-60.563538 -33.901444,-60.563509 -33.901380,-60.562819 -33.900793,-60.562346 -33.900413,-60.562227 -33.900293,-60.562128 -33.900135,-60.561534 -33.900320,-60.561433 -33.900327,-60.560677 -33.900569,-60.560584 -33.900616,-60.558709 -33.901247))"
"066230509",270,2,125,0,2,2,6,5,6,66,46,25,17,228,200,64,209,24,37,102,0,155,91,111,16,4,70,"06","Buenos Aires","06623","Pergamino","066230509",809,270,-33.903584,-60.582514,0.1795079611396,"POLYGON((-60.580700 -33.905089,-60.581122 -33.905999,-60.581974 -33.905723,-60.582831 -33.905475,-60.583654 -33.905176,-60.585579 -33.904559,-60.584700 -33.902688,-60.584217 -33.901675,-60.584064 -33.901344,-60.583473 -33.901477,-60.582329 -33.901711,-60.581125 -33.902000,-60.579470 -33.902382,-60.579665 -33.902804,-60.580249 -33.904113,-60.580700 -33.905089))"
"066230408",392,6,239,0,5,3,8,38,8,80,25,36,16,334,305,58,301,64,27,123,1,202,143,190,18,29,146,"06","Buenos Aires","06623","Pergamino","066230408",1175,392,-33.90321,-60.556042,0.25161685552094,"POLYGON((-60.552928 -33.902275,-60.552530 -33.902415,-60.552530 -33.902408,-60.552439 -33.902439,-60.552452 -33.902991,-60.552513 -33.905089,-60.552532 -33.906029,-60.552672 -33.905982,-60.552671 -33.905965,-60.555170 -33.905145,-60.556065 -33.904839,-60.555697 -33.904062,-60.556570 -33.903772,-60.556944 -33.904549,-60.558897 -33.903905,-60.559675 -33.904601,-60.559942 -33.904837,-60.560877 -33.904114,-60.560945 -33.904172,-60.559462 -33.902814,-60.559084 -33.902020,-60.558348 -33.900501,-60.557273 -33.900844,-60.556175 -33.901210,-60.554594 -33.901718,-60.554057 -33.901907,-60.552928 -33.902275))"
"066231803",215,8,81,1,5,6,10,5,10,212,78,82,35,192,126,84,178,14,23,46,0,166,32,47,6,9,42,"06","Buenos Aires","06623","Pergamino","066231803",599,215,-33.914897,-60.838929,0.4330065232738,"POLYGON((-60.832875 -33.913579,-60.831549 -33.914634,-60.831209 -33.914833,-60.830783 -33.915167,-60.829979 -33.915701,-60.829709 -33.915966,-60.831176 -33.917388,-60.832589 -33.916291,-60.833762 -33.917370,-60.835609 -33.915749,-60.836883 -33.915742,-60.838104 -33.915784,-60.839307 -33.915809,-60.840606 -33.915763,-60.841807 -33.915786,-60.843065 -33.915745,-60.844353 -33.915778,-60.845625 -33.915796,-60.846946 -33.915818,-60.847033 -33.914730,-60.849561 -33.914772,-60.849477 -33.913669,-60.848357 -33.913631,-60.847075 -33.913611,-60.845733 -33.913596,-60.843238 -33.913598,-60.841889 -33.913586,-60.841492 -33.913588,-60.839432 -33.913622,-60.838201 -33.913608,-60.835662 -33.913599,-60.834447 -33.913582,-60.833162 -33.913601,-60.832875 -33.913579))"
"066230508",327,4,162,0,4,4,12,0,12,81,71,26,19,285,252,61,272,32,23,125,0,197,100,128,26,2,82,"06","Buenos Aires","06623","Pergamino","066230508",1030,327,-33.90482,-60.578159,0.18378099698264,"POLYGON((-60.576808 -33.907051,-60.576947 -33.907374,-60.578096 -33.907002,-60.579253 -33.906603,-60.580210 -33.906290,-60.581122 -33.905999,-60.580249 -33.904113,-60.579665 -33.902804,-60.579470 -33.902382,-60.579039 -33.902482,-60.577758 -33.902813,-60.576640 -33.903155,-60.575282 -33.903469,-60.575210 -33.903483,-60.575371 -33.903921,-60.576527 -33.906432,-60.576650 -33.906685,-60.576808 -33.907051))"
"066232206",298,3,138,0,3,4,9,0,9,85,47,18,18,244,230,79,232,37,29,134,0,177,90,116,20,6,72,"06","Buenos Aires","06623","Pergamino","066232206",859,298,-33.903246,-60.545328,0.14820172809228,"POLYGON((-60.545144 -33.901270,-60.545109 -33.901349,-60.545052 -33.902765,-60.545053 -33.902699,-60.544977 -33.902697,-60.544976 -33.902718,-60.543940 -33.902682,-60.542656 -33.902627,-60.542079 -33.902649,-60.542077 -33.902669,-60.542165 -33.902671,-60.542073 -33.903617,-60.542618 -33.903624,-60.542706 -33.903650,-60.542650 -33.904523,-60.543339 -33.904557,-60.543364 -33.904644,-60.543572 -33.904677,-60.543905 -33.904693,-60.543888 -33.905040,-60.544292 -33.905062,-60.544845 -33.905087,-60.544844 -33.905049,-60.544925 -33.905046,-60.544939 -33.904872,-60.546653 -33.904921,-60.546681 -33.904219,-60.547547 -33.904245,-60.547602 -33.902843,-60.547774 -33.902848,-60.547847 -33.901356,-60.547775 -33.901354,-60.547777 -33.901310,-60.546297 -33.901275,-60.546295 -33.901311,-60.545144 -33.901270))"
"066232807",345,15,166,0,6,10,20,6,20,81,53,102,71,287,220,141,271,47,27,125,2,237,75,100,12,13,73,"06","Buenos Aires","06623","Pergamino","066232807",1076,345,-33.906153,-60.589704,0.23599708671686,"POLYGON((-60.586813 -33.904559,-60.587124 -33.905208,-60.586040 -33.905558,-60.586918 -33.907457,-60.587342 -33.908396,-60.587872 -33.909530,-60.588962 -33.909171,-60.588431 -33.908021,-60.588561 -33.907986,-60.589640 -33.907662,-60.590790 -33.907312,-60.592833 -33.906656,-60.594358 -33.906155,-60.593907 -33.905210,-60.593455 -33.904274,-60.592417 -33.904594,-60.591090 -33.905028,-60.590647 -33.904081,-60.589474 -33.904462,-60.588300 -33.904834,-60.587859 -33.903844,-60.586657 -33.904235,-60.586813 -33.904559))"
"066232802",378,38,168,0,16,24,43,36,43,135,77,155,123,326,243,216,294,37,47,110,8,278,65,93,11,17,76,"06","Buenos Aires","06623","Pergamino","066232802",1266,378,-33.908635,-60.570211,0.87070444820367,"POLYGON((-60.565806 -33.910927,-60.567919 -33.913577,-60.568004 -33.913620,-60.568184 -33.913739,-60.568232 -33.913760,-60.568270 -33.913807,-60.570139 -33.913936,-60.570334 -33.913941,-60.570508 -33.913958,-60.570923 -33.913978,-60.572023 -33.914021,-60.572092 -33.914033,-60.573473 -33.914130,-60.574159 -33.914167,-60.574884 -33.914214,-60.574174 -33.912684,-60.574107 -33.912546,-60.573942 -33.912159,-60.573736 -33.911722,-60.573117 -33.911917,-60.572521 -33.912093,-60.572091 -33.911131,-60.570779 -33.911550,-60.570860 -33.910436,-60.571632 -33.910189,-60.572835 -33.909784,-60.573355 -33.909616,-60.574835 -33.908553,-60.575833 -33.907787,-60.576808 -33.907051,-60.576650 -33.906685,-60.576527 -33.906432,-60.575371 -33.903921,-60.575210 -33.903483,-60.574011 -33.903722,-60.572368 -33.904093,-60.570783 -33.904440,-60.569648 -33.904714,-60.568570 -33.905035,-60.567621 -33.905314,-60.566636 -33.905587,-60.566050 -33.905786,-60.565109 -33.906196,-60.564225 -33.906635,-60.563441 -33.907044,-60.562929 -33.907422,-60.562821 -33.907531,-60.563654 -33.908300,-60.563894 -33.908546,-60.564084 -33.908769,-60.565806 -33.910927))"
"066232801",432,75,116,0,58,33,130,11,130,251,186,232,209,363,205,367,340,32,60,133,14,361,42,43,0,1,41,"06","Buenos Aires","06623","Pergamino","066232801",1665,432,-33.907932,-60.561332,0.2916714992878,"POLYGON((-60.562490 -33.904561,-60.561675 -33.904836,-60.561653 -33.904818,-60.560710 -33.905523,-60.560712 -33.905524,-60.560671 -33.905556,-60.561790 -33.906582,-60.560887 -33.906873,-60.560118 -33.907126,-60.559912 -33.907200,-60.559589 -33.907295,-60.559979 -33.908047,-60.558903 -33.908429,-60.557952 -33.908734,-60.557016 -33.909042,-60.559031 -33.913230,-60.559267 -33.912991,-60.559509 -33.912757,-60.559758 -33.912607,-60.559951 -33.912463,-60.560071 -33.912289,-60.560141 -33.912092,-60.560225 -33.911716,-60.560321 -33.911084,-60.560412 -33.910779,-60.560561 -33.910594,-60.560725 -33.910481,-60.560794 -33.910375,-60.561058 -33.910233,-60.561147 -33.910173,-60.561223 -33.910108,-60.561293 -33.910007,-60.561327 -33.909913,-60.561420 -33.909804,-60.561503 -33.909671,-60.561590 -33.909571,-60.561667 -33.909447,-60.561706 -33.909331,-60.561772 -33.909211,-60.561865 -33.908947,-60.561888 -33.908852,-60.561926 -33.908745,-60.562031 -33.908536,-60.562063 -33.908397,-60.562146 -33.908268,-60.562218 -33.908185,-60.562418 -33.907971,-60.562547 -33.907817,-60.562688 -33.907669,-60.562902 -33.907383,-60.562938 -33.907416,-60.563441 -33.907044,-60.564225 -33.906635,-60.565109 -33.906196,-60.566050 -33.905786,-60.566208 -33.905732,-60.566178 -33.905662,-60.566203 -33.905655,-60.566090 -33.905363,-60.565582 -33.904377,-60.565200 -33.903646,-60.562490 -33.904561))"
"066232806",424,9,212,0,4,4,4,6,4,10,2,56,24,346,303,77,319,63,42,144,0,283,95,128,19,14,104,"06","Buenos Aires","06623","Pergamino","066232806",1209,424,-33.907363,-60.584929,0.18888700608281,"POLYGON((-60.583293 -33.908632,-60.583715 -33.909564,-60.584605 -33.909278,-60.585438 -33.909002,-60.585980 -33.910152,-60.586956 -33.909836,-60.587872 -33.909530,-60.587342 -33.908396,-60.586918 -33.907457,-60.585677 -33.904779,-60.585579 -33.904559,-60.583654 -33.905176,-60.582831 -33.905475,-60.581974 -33.905723,-60.582419 -33.906713,-60.582858 -33.907668,-60.583293 -33.908632))"
"066230409",302,24,116,0,16,21,28,17,28,78,50,102,95,266,175,174,256,24,22,114,5,241,41,49,5,3,34,"06","Buenos Aires","06623","Pergamino","066230409",1063,302,-33.906273,-60.558118,0.2017709170978,"POLYGON((-60.555856 -33.904398,-60.556065 -33.904839,-60.555170 -33.905145,-60.556259 -33.907531,-60.556727 -33.908548,-60.556946 -33.909065,-60.557952 -33.908734,-60.558903 -33.908429,-60.559979 -33.908047,-60.559589 -33.907295,-60.559912 -33.907200,-60.560118 -33.907126,-60.560887 -33.906873,-60.561790 -33.906582,-60.560671 -33.905556,-60.560712 -33.905524,-60.559978 -33.904869,-60.559675 -33.904601,-60.558897 -33.903905,-60.556944 -33.904549,-60.556570 -33.903772,-60.555697 -33.904062,-60.555856 -33.904398))"
"066232808",363,19,154,0,17,15,30,8,30,178,81,102,74,320,216,177,298,29,36,103,4,263,64,89,12,13,77,"06","Buenos Aires","06623","Pergamino","066232808",1271,363,-33.910614,-60.595198,0.44439325563773,"POLYGON((-60.594014 -33.914338,-60.594484 -33.915315,-60.596775 -33.914583,-60.596313 -33.913598,-60.600701 -33.912158,-60.599568 -33.911115,-60.599526 -33.911081,-60.597139 -33.908898,-60.596295 -33.908153,-60.594751 -33.906863,-60.594358 -33.906155,-60.592833 -33.906656,-60.590790 -33.907312,-60.591302 -33.908449,-60.591798 -33.909527,-60.592210 -33.910457,-60.592656 -33.911423,-60.593223 -33.912639,-60.593567 -33.913399,-60.594014 -33.914338))"
"066232805",341,5,170,0,4,3,1,9,1,6,5,50,5,270,258,41,236,84,21,128,1,206,85,131,29,17,99,"06","Buenos Aires","06623","Pergamino","066232805",897,341,-33.90879,-60.582146,0.181776726131,"POLYGON((-60.580566 -33.909512,-60.581452 -33.911435,-60.582389 -33.911123,-60.582472 -33.911295,-60.584242 -33.910720,-60.585126 -33.910437,-60.585980 -33.910152,-60.585438 -33.909002,-60.584605 -33.909278,-60.583715 -33.909564,-60.582858 -33.907668,-60.582419 -33.906713,-60.581974 -33.905723,-60.580210 -33.906290,-60.579253 -33.906603,-60.579694 -33.907580,-60.580127 -33.908550,-60.580566 -33.909512))"
"066230410",282,14,121,0,8,14,22,3,22,61,37,68,55,236,185,165,216,36,30,95,6,216,46,58,9,3,38,"06","Buenos Aires","06623","Pergamino","066230410",899,282,-33.907338,-60.554305,0.11881189230345,"POLYGON((-60.552596 -33.907317,-60.552599 -33.907376,-60.552688 -33.907374,-60.552754 -33.908682,-60.552782 -33.909542,-60.553848 -33.909174,-60.554796 -33.908875,-60.555868 -33.908518,-60.556604 -33.908280,-60.556259 -33.907531,-60.555170 -33.905145,-60.552671 -33.905965,-60.552672 -33.905982,-60.552532 -33.906029,-60.552596 -33.907317))"
"066232208",390,7,171,0,7,9,24,1,24,105,101,41,40,328,298,109,319,45,26,177,0,264,95,120,22,3,76,"06","Buenos Aires","06623","Pergamino","066232208",1239,390,-33.912316,-60.549888,1.4622099203235,"MULTIPOLYGON(((-60.544939 -33.904872,-60.544772 -33.906989,-60.544719 -33.907788,-60.544242 -33.907759,-60.544112 -33.914782,-60.547072 -33.919427,-60.552669 -33.919457,-60.552828 -33.918825,-60.552986 -33.918331,-60.553929 -33.917305,-60.554429 -33.917024,-60.555126 -33.916308,-60.555661 -33.915314,-60.556241 -33.914911,-60.557672 -33.914481,-60.557538 -33.914367,-60.557852 -33.914208,-60.558187 -33.913980,-60.558550 -33.913674,-60.558877 -33.913386,-60.559031 -33.913230,-60.558156 -33.911412,-60.558010 -33.911460,-60.558035 -33.911523,-60.557469 -33.911639,-60.556394 -33.911995,-60.554482 -33.912002,-60.554483 -33.911993,-60.554475 -33.911994,-60.554461 -33.911641,-60.554451 -33.911050,-60.554445 -33.910932,-60.554427 -33.909960,-60.554191 -33.910040,-60.553803 -33.909229,-60.553864 -33.909209,-60.553848 -33.909174,-60.552782 -33.909542,-60.552754 -33.908682,-60.552688 -33.907374,-60.552599 -33.907376,-60.552533 -33.906054,-60.552513 -33.905088,-60.551362 -33.905059,-60.550336 -33.905037,-60.549270 -33.904996,-60.548287 -33.904954,-60.546653 -33.904916,-60.546653 -33.904921,-60.544939 -33.904872)),((-60.544292 -33.905062,-60.544292 -33.905065,-60.544322 -33.905064,-60.544292 -33.905062)))"
"066232702",4,0,2,0,0,0,0,4,0,4,3,2,3,4,1,1,1,0,3,2,0,3,1,1,0,0,0,"06","Buenos Aires","06623","Pergamino","066232702",8,4,-33.933243,-60.701451,28.264812230181,"POLYGON((-60.654282 -33.928113,-60.688304 -33.958163,-60.706810 -33.943287,-60.709803 -33.945081,-60.736299 -33.955523,-60.748646 -33.958491,-60.755488 -33.952708,-60.738624 -33.937319,-60.731077 -33.943193,-60.729570 -33.913492,-60.700637 -33.913314,-60.655439 -33.913434,-60.665578 -33.919181,-60.654282 -33.928113))"
