"Código de radio.","Total de hogares","Hogares con al menos un indicador NBI","Hogares con computadora","Hogares con una o más personas de servicio doméstico sin retiro (con cama)","Hogares con hacinamiento (>= 3 personas por cuarto)","Hogares sin heladeras","Hogares sin sistema de botón, cadena o mochila para limpieza del inodoro.","Hogares sin agua para beber y cocinar proveniente de red pública","Hogares sin cañería de agua en la vivienda","Hogares sin cloaca","Hogares con desagüe a hoyo o pozo ciego sin cámara","Hogares sin cobertura de techo tipo 1 (Membrana, baldosa, losa o teja)","Hogares sin piso tipo 1 (cerámica, baldosa, mosaico, mármol, madera, alfombrado)","Hogares con teléfono celular","Hogares con teléfono fijo","Hogares con garrafa o leña como combustible usado principalmente para cocinar","Hogares propietarios de la vivienda","Hogares inquilinos de la vivienda","Hogares ni propietarios ni inquilinos","Hogares con jefatura femenina","Hogares con jefe nacido en país limítrofe + Perú","Hogares con jefes con primaria completa o secundaria incompleto","Hogares con jefes con secundaria completa o superior incompleto","Hogares con jefes con secundaria completa o más","Hogares con jefes con terciaria completa","Hogares con jefes con universitaria completa","Hogares con cónyugues con secundaria completa o más","Código de provincia","Nombre de provincia","Código de departamentos/comuna","Nombre de departamentos/comuna","Código de radio","Población total","Total de hogares","Latitud del centroide","Longitud del centroide","Superficie en km2","Geometría en WKT"
"066232211",10,0,6,0,0,0,0,0,0,5,3,3,0,10,7,1,9,0,1,1,0,6,4,4,0,0,3,"06","Buenos Aires","06623","Pergamino","066232211",31,10,-33.890909,-60.495895,18.563931175951,"POLYGON((-60.472875 -33.893005,-60.472351 -33.900905,-60.472388 -33.912043,-60.472395 -33.912639,-60.511797 -33.906374,-60.524992 -33.904128,-60.528458 -33.903090,-60.534484 -33.901024,-60.538811 -33.899022,-60.536386 -33.899519,-60.535376 -33.899484,-60.534072 -33.899429,-60.531812 -33.899178,-60.531681 -33.899167,-60.529423 -33.898515,-60.527268 -33.897628,-60.525736 -33.896750,-60.522713 -33.893948,-60.520348 -33.891235,-60.516295 -33.884084,-60.509138 -33.871514,-60.504117 -33.870105,-60.496874 -33.869770,-60.474273 -33.869047,-60.474063 -33.872678,-60.472875 -33.893005))"
"066232902",402,30,136,0,21,14,48,11,48,170,120,161,132,353,220,282,305,48,49,131,7,299,71,94,17,6,65,"06","Buenos Aires","06623","Pergamino","066232902",1323,402,-33.877376,-60.576026,0.38781801613709,"POLYGON((-60.569125 -33.877446,-60.569831 -33.878897,-60.570842 -33.878553,-60.571815 -33.878211,-60.572858 -33.877838,-60.572900 -33.877969,-60.573238 -33.878648,-60.574280 -33.878289,-60.575389 -33.880579,-60.575726 -33.880446,-60.577254 -33.879907,-60.578241 -33.879578,-60.579142 -33.879264,-60.580099 -33.878937,-60.581064 -33.878616,-60.580685 -33.877801,-60.580179 -33.876690,-60.579461 -33.875150,-60.578967 -33.874123,-60.577974 -33.874451,-60.573213 -33.876052,-60.572137 -33.876409,-60.570133 -33.877093,-60.569114 -33.877414,-60.569125 -33.877446))"
"066232009",364,42,161,0,19,17,34,4,34,133,110,193,83,311,237,183,285,38,41,133,3,259,82,98,11,5,73,"06","Buenos Aires","06623","Pergamino","066232009",1241,364,-33.87942,-60.561924,0.23876726845996,"POLYGON((-60.562837 -33.883791,-60.563254 -33.884655,-60.564279 -33.884295,-60.565252 -33.883976,-60.564885 -33.883172,-60.564841 -33.883050,-60.564420 -33.882174,-60.563999 -33.881288,-60.563835 -33.880925,-60.563461 -33.880134,-60.562644 -33.878435,-60.562056 -33.877192,-60.561728 -33.876524,-60.561358 -33.875740,-60.561056 -33.875120,-60.560516 -33.873943,-60.559645 -33.874615,-60.558701 -33.875331,-60.560026 -33.878048,-60.560553 -33.879156,-60.561040 -33.880083,-60.561424 -33.880857,-60.562837 -33.883791))"
"066232010",258,21,108,0,9,8,22,4,22,102,59,85,69,220,156,146,196,29,33,69,2,207,35,44,4,5,42,"06","Buenos Aires","06623","Pergamino","066232010",901,258,-33.880556,-60.559967,0.2409457074571,"POLYGON((-60.560550 -33.884511,-60.560992 -33.885417,-60.561053 -33.885402,-60.562105 -33.885030,-60.563254 -33.884655,-60.561424 -33.880857,-60.561040 -33.880083,-60.560553 -33.879156,-60.560026 -33.878048,-60.558701 -33.875331,-60.557754 -33.876057,-60.556819 -33.876762,-60.557034 -33.877192,-60.557405 -33.877982,-60.558086 -33.879386,-60.558453 -33.880157,-60.558841 -33.880988,-60.559685 -33.882727,-60.560120 -33.883605,-60.560541 -33.884483,-60.560550 -33.884511))"
"066232904",184,19,79,0,5,10,23,7,23,42,37,38,37,163,120,82,147,25,12,58,2,131,36,49,11,2,35,"06","Buenos Aires","06623","Pergamino","066232904",623,184,-33.880664,-60.585273,0.3785986235082,"POLYGON((-60.582965 -33.882544,-60.583349 -33.883358,-60.583775 -33.884237,-60.583825 -33.884221,-60.583848 -33.884271,-60.584699 -33.884007,-60.585466 -33.883789,-60.586280 -33.883579,-60.587247 -33.883396,-60.588190 -33.883281,-60.588457 -33.883260,-60.588942 -33.883250,-60.589611 -33.883285,-60.589550 -33.883136,-60.589291 -33.882618,-60.589214 -33.882469,-60.589153 -33.882310,-60.588086 -33.880105,-60.586549 -33.876845,-60.584980 -33.877383,-60.584170 -33.877667,-60.583650 -33.877818,-60.582522 -33.878171,-60.581993 -33.878333,-60.581582 -33.878454,-60.581064 -33.878616,-60.581450 -33.879408,-60.581853 -33.880225,-60.582260 -33.881094,-60.582395 -33.881328,-60.582607 -33.881786,-60.582965 -33.882544))"
"066232303",13,0,2,0,0,1,0,13,0,13,7,10,4,12,4,9,5,2,6,1,0,10,1,1,0,0,2,"06","Buenos Aires","06623","Pergamino","066232303",87,13,-33.892986,-60.453547,15.696837865924,"POLYGON((-60.435981 -33.893185,-60.434480 -33.918954,-60.454132 -33.915167,-60.453349 -33.912266,-60.454504 -33.912036,-60.453775 -33.909189,-60.466416 -33.907136,-60.467056 -33.909997,-60.465251 -33.910351,-60.465632 -33.912343,-60.466954 -33.912082,-60.467201 -33.913072,-60.472187 -33.912065,-60.472388 -33.912043,-60.472351 -33.900905,-60.472875 -33.893005,-60.474063 -33.872678,-60.447700 -33.871784,-60.437249 -33.871401,-60.435981 -33.893185))"
"066232401",20,3,0,0,2,1,3,20,3,20,14,19,7,15,2,19,9,0,11,4,0,17,2,2,0,0,1,"06","Buenos Aires","06623","Pergamino","066232401",50,20,-33.895012,-60.32068,35.423304290225,"POLYGON((-60.281263 -33.868819,-60.282052 -33.904503,-60.310339 -33.903909,-60.310831 -33.917497,-60.322121 -33.917260,-60.322691 -33.933389,-60.321993 -33.933658,-60.322205 -33.939423,-60.326339 -33.937094,-60.327916 -33.936398,-60.330953 -33.935818,-60.347440 -33.933186,-60.347450 -33.932912,-60.349622 -33.899100,-60.351599 -33.868235,-60.351523 -33.867341,-60.310735 -33.868163,-60.281263 -33.868819))"
"066232302",12,0,5,0,0,2,1,12,1,12,2,11,3,11,6,8,6,1,5,3,0,9,3,3,0,0,4,"06","Buenos Aires","06623","Pergamino","066232302",39,12,-33.897636,-60.390694,48.811146521437,"POLYGON((-60.349622 -33.899100,-60.347450 -33.932912,-60.347440 -33.933186,-60.372340 -33.929037,-60.372344 -33.928523,-60.371311 -33.928670,-60.370900 -33.928289,-60.369575 -33.927038,-60.369144 -33.926579,-60.369120 -33.926474,-60.369234 -33.925294,-60.369434 -33.925141,-60.370332 -33.924441,-60.372356 -33.923007,-60.375601 -33.926157,-60.377400 -33.924782,-60.378423 -33.924066,-60.379355 -33.923375,-60.380225 -33.922666,-60.380588 -33.922361,-60.381173 -33.921939,-60.380306 -33.921136,-60.379749 -33.920672,-60.380729 -33.919972,-60.381205 -33.920470,-60.382099 -33.919801,-60.382975 -33.920591,-60.384835 -33.919356,-60.382283 -33.917035,-60.383464 -33.916076,-60.384687 -33.916928,-60.385060 -33.919357,-60.385192 -33.920598,-60.385291 -33.921825,-60.385315 -33.922184,-60.386918 -33.921794,-60.387116 -33.924161,-60.387302 -33.925186,-60.386916 -33.925269,-60.385515 -33.926169,-60.385606 -33.926540,-60.385717 -33.926589,-60.385834 -33.926758,-60.385841 -33.926826,-60.385842 -33.926880,-60.385883 -33.926969,-60.385853 -33.927042,-60.385762 -33.927099,-60.385718 -33.927102,-60.385712 -33.927158,-60.386003 -33.928153,-60.393229 -33.926977,-60.393070 -33.925680,-60.406270 -33.923611,-60.434480 -33.918954,-60.437249 -33.871401,-60.422590 -33.870813,-60.409170 -33.870356,-60.409142 -33.870318,-60.408066 -33.870278,-60.395344 -33.869820,-60.351599 -33.868235,-60.349622 -33.899100))"
"066232006",258,22,120,0,19,13,28,6,28,79,63,63,71,232,167,122,225,14,19,78,4,199,49,56,5,2,45,"06","Buenos Aires","06623","Pergamino","066232006",970,258,-33.878483,-60.567317,0.10514411021337,"POLYGON((-60.565822 -33.880258,-60.565832 -33.880280,-60.566320 -33.880112,-60.566818 -33.879932,-60.567351 -33.879753,-60.567867 -33.879573,-60.568850 -33.879247,-60.569831 -33.878897,-60.569125 -33.877446,-60.569114 -33.877414,-60.568778 -33.876699,-60.567788 -33.877020,-60.566791 -33.877358,-60.565951 -33.877607,-60.565713 -33.877686,-60.565771 -33.877811,-60.564824 -33.878114,-60.564955 -33.878390,-60.565114 -33.878753,-60.565259 -33.879060,-60.565458 -33.879470,-60.565822 -33.880258))"
"066232011",538,70,193,0,46,45,73,21,73,298,216,243,195,461,284,365,431,49,58,149,4,442,73,81,8,0,86,"06","Buenos Aires","06623","Pergamino","066232011",2024,538,-33.882417,-60.557239,0.37799485532146,"POLYGON((-60.554449 -33.878569,-60.554223 -33.878736,-60.554224 -33.878740,-60.554390 -33.878614,-60.554585 -33.879502,-60.554789 -33.880464,-60.554992 -33.881472,-60.555069 -33.881697,-60.555184 -33.882118,-60.555262 -33.882386,-60.555340 -33.882769,-60.555418 -33.883129,-60.555446 -33.883496,-60.555459 -33.883931,-60.555453 -33.884219,-60.555443 -33.884455,-60.555501 -33.885214,-60.555634 -33.885172,-60.555622 -33.887200,-60.556614 -33.886880,-60.557792 -33.886476,-60.558844 -33.886143,-60.558948 -33.886102,-60.559890 -33.885786,-60.559945 -33.885770,-60.560992 -33.885417,-60.560550 -33.884511,-60.560541 -33.884483,-60.560120 -33.883605,-60.559685 -33.882727,-60.558841 -33.880988,-60.558453 -33.880157,-60.558086 -33.879386,-60.557405 -33.877982,-60.557034 -33.877192,-60.556819 -33.876762,-60.556622 -33.876927,-60.556178 -33.877280,-60.555863 -33.877500,-60.554988 -33.878164,-60.554449 -33.878569))"
"066232007",446,27,192,0,21,9,18,40,18,68,39,90,61,386,317,191,314,98,34,151,2,329,84,107,11,12,91,"06","Buenos Aires","06623","Pergamino","066232007",1343,446,-33.880318,-60.571012,0.24756816728993,"POLYGON((-60.570842 -33.878553,-60.569831 -33.878897,-60.568850 -33.879247,-60.567867 -33.879573,-60.567351 -33.879753,-60.566818 -33.879932,-60.567548 -33.881421,-60.567909 -33.882183,-60.568298 -33.882937,-60.569325 -33.882602,-60.571292 -33.881931,-60.572319 -33.881593,-60.574311 -33.880924,-60.575389 -33.880579,-60.574280 -33.878289,-60.573238 -33.878648,-60.572900 -33.877969,-60.572858 -33.877838,-60.571815 -33.878211,-60.570842 -33.878553))"
"066230101",257,6,106,0,3,9,27,13,27,140,86,78,62,211,170,138,197,33,27,77,3,186,54,64,8,2,52,"06","Buenos Aires","06623","Pergamino","066230101",839,257,-33.881018,-60.579485,0.18016552427813,"POLYGON((-60.577537 -33.882673,-60.577882 -33.883426,-60.578798 -33.883123,-60.580685 -33.882476,-60.581616 -33.882139,-60.582607 -33.881786,-60.582395 -33.881328,-60.582260 -33.881094,-60.581853 -33.880225,-60.581450 -33.879408,-60.581064 -33.878616,-60.580099 -33.878937,-60.579142 -33.879264,-60.578241 -33.879578,-60.577254 -33.879907,-60.576384 -33.880213,-60.577150 -33.881863,-60.577537 -33.882673))"
"066232012",158,24,58,0,13,10,38,57,38,132,118,108,82,139,51,120,128,4,26,54,3,121,24,31,3,4,21,"06","Buenos Aires","06623","Pergamino","066232012",563,158,-33.885408,-60.550329,0.78478404476176,"POLYGON((-60.547233 -33.884071,-60.542819 -33.887435,-60.543032 -33.887618,-60.544521 -33.888993,-60.544657 -33.889103,-60.545325 -33.889726,-60.545997 -33.890340,-60.546074 -33.890425,-60.546068 -33.890463,-60.554505 -33.887595,-60.555045 -33.887429,-60.555044 -33.887390,-60.555622 -33.887200,-60.555634 -33.885172,-60.555501 -33.885214,-60.555443 -33.884455,-60.555453 -33.884219,-60.555459 -33.883931,-60.555446 -33.883496,-60.555418 -33.883129,-60.555340 -33.882769,-60.555262 -33.882386,-60.555184 -33.882118,-60.555069 -33.881697,-60.554992 -33.881472,-60.554789 -33.880464,-60.554585 -33.879502,-60.554390 -33.878614,-60.547233 -33.884071))"
"066232008",396,4,236,0,1,4,5,19,5,17,2,28,31,341,317,37,331,31,34,143,3,251,105,140,22,13,99,"06","Buenos Aires","06623","Pergamino","066232008",1123,396,-33.881692,-60.565844,0.12698301952911,"POLYGON((-60.563477 -33.880167,-60.563835 -33.880925,-60.563999 -33.881288,-60.564420 -33.882174,-60.564841 -33.883050,-60.564885 -33.883172,-60.565252 -33.883976,-60.567302 -33.883273,-60.568298 -33.882937,-60.567909 -33.882183,-60.567548 -33.881421,-60.566818 -33.879932,-60.566320 -33.880112,-60.565832 -33.880280,-60.565458 -33.879470,-60.564954 -33.879632,-60.564449 -33.879811,-60.563461 -33.880134,-60.563477 -33.880167))"
"066230102",379,14,167,1,8,5,11,5,11,62,25,69,29,305,291,87,291,61,27,155,0,250,103,123,13,7,76,"06","Buenos Aires","06623","Pergamino","066230102",1065,379,-33.883202,-60.576194,0.17436633100823,"POLYGON((-60.574458 -33.883684,-60.574805 -33.884438,-60.575463 -33.884217,-60.575815 -33.884108,-60.576545 -33.885681,-60.576889 -33.886468,-60.577961 -33.886117,-60.578979 -33.885775,-60.578248 -33.884194,-60.577882 -33.883426,-60.577537 -33.882673,-60.577150 -33.881863,-60.576384 -33.880213,-60.575726 -33.880446,-60.575389 -33.880579,-60.574311 -33.880924,-60.573302 -33.881262,-60.573708 -33.882132,-60.574076 -33.882909,-60.574458 -33.883684))"
"066230103",400,10,194,0,5,6,8,3,8,36,23,92,31,327,312,89,313,55,32,140,6,253,101,145,25,19,105,"06","Buenos Aires","06623","Pergamino","066230103",1146,400,-33.884554,-60.573995,0.16021956581255,"POLYGON((-60.572434 -33.884357,-60.573535 -33.886688,-60.573902 -33.887479,-60.574899 -33.887135,-60.574955 -33.887111,-60.575898 -33.886793,-60.576889 -33.886468,-60.576545 -33.885681,-60.575815 -33.884108,-60.575463 -33.884217,-60.574805 -33.884438,-60.574458 -33.883684,-60.574076 -33.882909,-60.573708 -33.882132,-60.573302 -33.881262,-60.572319 -33.881593,-60.571292 -33.881931,-60.572067 -33.883586,-60.572434 -33.884357))"
"066232402",6,0,0,0,0,0,0,6,0,6,5,6,1,6,1,4,2,0,4,0,0,6,0,0,0,0,0,"06","Buenos Aires","06623","Pergamino","066232402",15,6,-33.915425,-60.272069,56.369836698038,"POLYGON((-60.231074 -33.870813,-60.233015 -33.931327,-60.260594 -33.930838,-60.261774 -33.963261,-60.263202 -33.963174,-60.263208 -33.965172,-60.272296 -33.964805,-60.273214 -33.967098,-60.295304 -33.954859,-60.299773 -33.952218,-60.303998 -33.949670,-60.322205 -33.939423,-60.321993 -33.933658,-60.322691 -33.933389,-60.322121 -33.917260,-60.310831 -33.917497,-60.310339 -33.903909,-60.282052 -33.904503,-60.281263 -33.868819,-60.271722 -33.868986,-60.252875 -33.869406,-60.241808 -33.869918,-60.230818 -33.870136,-60.231074 -33.870813))"
"066230112",242,3,103,0,1,2,13,12,13,89,52,44,26,204,180,65,184,27,31,97,1,163,59,73,8,6,55,"06","Buenos Aires","06623","Pergamino","066230112",707,242,-33.883793,-60.580806,0.13270487846176,"POLYGON((-60.578619 -33.884998,-60.578979 -33.885775,-60.579934 -33.885460,-60.581819 -33.884819,-60.582707 -33.884501,-60.583723 -33.884130,-60.583349 -33.883358,-60.582607 -33.881786,-60.581616 -33.882139,-60.580685 -33.882476,-60.578798 -33.883123,-60.577882 -33.883426,-60.578248 -33.884194,-60.578619 -33.884998))"
"066230104",364,20,194,1,1,3,10,14,10,38,22,58,16,296,272,70,251,77,36,144,2,205,104,154,20,30,97,"06","Buenos Aires","06623","Pergamino","066230104",969,364,-33.885406,-60.571481,0.15755929884268,"POLYGON((-60.570694 -33.887986,-60.570915 -33.888465,-60.571951 -33.888124,-60.572929 -33.887792,-60.573902 -33.887479,-60.573535 -33.886688,-60.572067 -33.883586,-60.571292 -33.881931,-60.569325 -33.882602,-60.569738 -33.883488,-60.570837 -33.885785,-60.569810 -33.886132,-60.570188 -33.886912,-60.570563 -33.887700,-60.570694 -33.887986))"
"066232905",247,4,165,1,2,2,3,12,3,45,12,39,21,228,196,55,205,25,17,66,1,141,78,105,16,11,92,"06","Buenos Aires","06623","Pergamino","066232905",841,247,-33.885529,-60.588937,0.3386737651143,"POLYGON((-60.589578 -33.883205,-60.589611 -33.883285,-60.588942 -33.883250,-60.588457 -33.883260,-60.588190 -33.883281,-60.587247 -33.883396,-60.586280 -33.883579,-60.585466 -33.883789,-60.584699 -33.884007,-60.583848 -33.884271,-60.583825 -33.884221,-60.583775 -33.884237,-60.584133 -33.884994,-60.584955 -33.886769,-60.585783 -33.888517,-60.586888 -33.888144,-60.587675 -33.887873,-60.587741 -33.887857,-60.589481 -33.887274,-60.590346 -33.886969,-60.592137 -33.886395,-60.593045 -33.886111,-60.595260 -33.885393,-60.595749 -33.885238,-60.596634 -33.884964,-60.597329 -33.884739,-60.596975 -33.884569,-60.596736 -33.884497,-60.596558 -33.884409,-60.596389 -33.884383,-60.595890 -33.884192,-60.595159 -33.883957,-60.590675 -33.885439,-60.589602 -33.883204,-60.589578 -33.883205))"
"066230105",331,5,184,0,1,7,4,4,4,23,13,49,9,265,249,55,225,77,29,121,0,201,96,125,15,14,97,"06","Buenos Aires","06623","Pergamino","066230105",930,331,-33.884878,-60.568051,0.15427126268469,"POLYGON((-60.566810 -33.887153,-60.566816 -33.887164,-60.567827 -33.886820,-60.568824 -33.886480,-60.569810 -33.886132,-60.570837 -33.885785,-60.569738 -33.883488,-60.569325 -33.882602,-60.568298 -33.882937,-60.567302 -33.883273,-60.565252 -33.883976,-60.566061 -33.885644,-60.566449 -33.886400,-60.566810 -33.887153))"
"066232907",328,41,76,0,24,31,74,6,74,294,230,174,180,280,134,310,248,32,48,96,7,281,29,32,2,1,32,"06","Buenos Aires","06623","Pergamino","066232907",1228,328,-33.88817,-60.596112,0.47084675471868,"POLYGON((-60.591405 -33.891211,-60.591784 -33.892031,-60.592655 -33.891741,-60.594427 -33.891162,-60.595323 -33.890892,-60.596287 -33.890588,-60.597574 -33.890175,-60.598865 -33.889780,-60.600610 -33.889217,-60.602209 -33.888710,-60.602113 -33.888599,-60.602366 -33.888515,-60.601838 -33.887921,-60.601514 -33.887608,-60.601190 -33.887306,-60.600870 -33.887017,-60.600568 -33.886758,-60.600251 -33.886519,-60.599758 -33.886164,-60.599350 -33.885888,-60.598878 -33.885592,-60.598370 -33.885301,-60.598190 -33.885206,-60.597805 -33.884993,-60.597329 -33.884739,-60.596634 -33.884964,-60.595749 -33.885238,-60.595260 -33.885393,-60.593045 -33.886111,-60.592137 -33.886395,-60.591266 -33.886675,-60.591665 -33.887503,-60.592013 -33.888243,-60.592787 -33.889873,-60.591928 -33.890178,-60.591052 -33.890464,-60.591405 -33.891211))"
"066230201",258,2,146,1,0,2,1,8,1,45,27,29,6,218,199,37,196,50,12,85,3,148,75,108,15,18,87,"06","Buenos Aires","06623","Pergamino","066230201",695,258,-33.886536,-60.581751,0.19718128877352,"POLYGON((-60.578358 -33.886962,-60.578793 -33.887851,-60.579208 -33.888642,-60.580205 -33.888364,-60.581188 -33.888017,-60.582097 -33.887717,-60.583090 -33.887416,-60.583524 -33.888275,-60.585375 -33.887655,-60.584955 -33.886769,-60.584133 -33.884994,-60.583723 -33.884130,-60.582707 -33.884501,-60.581819 -33.884819,-60.579934 -33.885460,-60.578979 -33.885775,-60.577961 -33.886117,-60.578057 -33.886313,-60.578358 -33.886962))"
"066230107",354,22,171,0,4,10,4,0,4,26,12,64,21,287,258,80,231,90,33,134,7,229,84,124,24,16,90,"06","Buenos Aires","06623","Pergamino","066230107",983,354,-33.8863,-60.563891,0.16399880600406,"POLYGON((-60.562245 -33.888066,-60.562500 -33.888596,-60.562622 -33.888555,-60.562639 -33.888588,-60.564839 -33.887837,-60.565817 -33.887515,-60.566573 -33.887255,-60.566816 -33.887164,-60.566449 -33.886400,-60.566061 -33.885644,-60.565252 -33.883976,-60.564279 -33.884295,-60.563306 -33.884638,-60.562105 -33.885030,-60.560980 -33.885429,-60.562245 -33.888066))"
"066232906",337,23,141,0,14,16,38,4,38,129,69,113,74,280,217,226,232,62,43,99,3,252,62,77,11,4,53,"06","Buenos Aires","06623","Pergamino","066232906",1117,337,-33.889862,-60.589371,0.27700885721316,"POLYGON((-60.585865 -33.888490,-60.585783 -33.888517,-60.585792 -33.888539,-60.585875 -33.888511,-60.586643 -33.890117,-60.586542 -33.890151,-60.587296 -33.891726,-60.588121 -33.893275,-60.589070 -33.892932,-60.590877 -33.892329,-60.591784 -33.892031,-60.591405 -33.891211,-60.591052 -33.890464,-60.591928 -33.890178,-60.592787 -33.889873,-60.592013 -33.888243,-60.591665 -33.887503,-60.591266 -33.886675,-60.590346 -33.886969,-60.589481 -33.887274,-60.587741 -33.887857,-60.587675 -33.887873,-60.586888 -33.888144,-60.585865 -33.888490))"
"066230202",247,3,157,2,1,4,2,3,2,8,2,17,5,211,211,21,193,42,12,101,1,120,64,123,18,41,82,"06","Buenos Aires","06623","Pergamino","066230202",671,247,-33.888807,-60.577224,0.18134602947038,"POLYGON((-60.574163 -33.888046,-60.574272 -33.888261,-60.574319 -33.888246,-60.574360 -33.888330,-60.575060 -33.888096,-60.576688 -33.891591,-60.580077 -33.890446,-60.579960 -33.890214,-60.579561 -33.889369,-60.579208 -33.888642,-60.578793 -33.887851,-60.578358 -33.886962,-60.578057 -33.886313,-60.577961 -33.886117,-60.575898 -33.886793,-60.574955 -33.887111,-60.574899 -33.887135,-60.573902 -33.887479,-60.573982 -33.887686,-60.574163 -33.888046))"
"066230108",389,11,159,0,10,7,5,0,5,30,21,84,34,331,250,97,272,75,42,118,1,266,87,117,18,12,100,"06","Buenos Aires","06623","Pergamino","066230108",1087,389,-33.888353,-60.560541,0.18135363094184,"POLYGON((-60.559741 -33.890527,-60.560102 -33.891280,-60.563280 -33.890221,-60.560980 -33.885429,-60.561054 -33.885404,-60.561053 -33.885402,-60.560992 -33.885417,-60.559945 -33.885770,-60.559890 -33.885786,-60.558948 -33.886102,-60.558844 -33.886143,-60.557906 -33.886441,-60.557920 -33.886470,-60.557813 -33.886507,-60.559741 -33.890527))"
"066232201",267,1,131,0,1,2,3,0,3,61,20,13,11,219,205,62,202,33,32,113,0,141,91,120,22,7,74,"06","Buenos Aires","06623","Pergamino","066232201",736,267,-33.891333,-60.544622,0.46081640873878,"POLYGON((-60.539643 -33.888723,-60.539588 -33.890056,-60.540304 -33.889784,-60.541044 -33.890462,-60.541779 -33.891155,-60.542579 -33.891892,-60.543352 -33.892615,-60.544941 -33.894091,-60.545725 -33.894795,-60.546565 -33.895561,-60.547462 -33.896350,-60.547491 -33.896340,-60.547558 -33.896401,-60.551227 -33.895166,-60.551165 -33.895109,-60.551195 -33.895100,-60.550995 -33.894917,-60.550154 -33.894162,-60.549719 -33.893758,-60.548882 -33.893016,-60.547720 -33.891948,-60.546490 -33.890830,-60.546068 -33.890463,-60.546074 -33.890425,-60.545997 -33.890340,-60.545325 -33.889726,-60.544657 -33.889103,-60.544521 -33.888993,-60.543032 -33.887618,-60.542735 -33.887363,-60.542004 -33.886888,-60.541245 -33.886183,-60.539925 -33.884995,-60.539880 -33.885083,-60.539843 -33.885285,-60.539746 -33.886260,-60.539643 -33.888723))"
"066230106",365,9,192,1,7,10,12,2,12,22,19,80,22,288,262,97,239,79,47,149,2,215,95,148,30,23,98,"06","Buenos Aires","06623","Pergamino","066230106",980,365,-33.88958,-60.565724,0.35527989255732,"POLYGON((-60.563658 -33.888239,-60.562639 -33.888588,-60.562622 -33.888555,-60.562500 -33.888596,-60.563280 -33.890221,-60.558987 -33.891651,-60.559497 -33.892664,-60.559546 -33.892647,-60.559806 -33.893193,-60.560291 -33.893036,-60.561221 -33.892714,-60.562218 -33.892395,-60.563109 -33.892094,-60.564128 -33.891757,-60.564187 -33.891727,-60.565448 -33.891310,-60.566268 -33.891033,-60.566639 -33.890914,-60.567635 -33.890537,-60.568537 -33.890221,-60.568559 -33.890270,-60.571348 -33.889337,-60.570924 -33.888462,-60.570915 -33.888465,-60.570563 -33.887700,-60.570188 -33.886912,-60.569810 -33.886132,-60.568824 -33.886480,-60.566816 -33.887164,-60.566573 -33.887255,-60.565817 -33.887515,-60.564839 -33.887837,-60.563658 -33.888239))"
"066230301",184,1,89,0,0,0,0,1,0,14,9,16,5,139,148,19,137,35,12,65,3,105,51,78,19,8,57,"06","Buenos Aires","06623","Pergamino","066230301",500,184,-33.888808,-60.582164,0.099089798805786,"POLYGON((-60.581188 -33.888017,-60.580205 -33.888364,-60.579208 -33.888642,-60.579561 -33.889369,-60.579960 -33.890214,-60.580058 -33.890406,-60.581077 -33.890081,-60.582035 -33.889758,-60.582941 -33.889463,-60.584884 -33.888820,-60.585783 -33.888517,-60.585375 -33.887655,-60.583524 -33.888275,-60.583090 -33.887416,-60.582097 -33.887717,-60.581188 -33.888017))"
"066230109",282,8,132,0,3,5,7,20,7,31,15,47,23,238,213,66,218,36,28,95,5,186,69,87,11,7,63,"06","Buenos Aires","06623","Pergamino","066230109",826,282,-33.889121,-60.557033,0.1639798822888,"POLYGON((-60.555010 -33.890547,-60.555001 -33.890817,-60.555002 -33.890942,-60.555021 -33.891070,-60.556132 -33.890705,-60.556523 -33.891534,-60.559710 -33.890463,-60.557813 -33.886507,-60.557920 -33.886470,-60.557906 -33.886441,-60.557792 -33.886476,-60.556614 -33.886880,-60.555296 -33.887306,-60.555044 -33.887390,-60.555062 -33.888028,-60.555010 -33.890547))"
"066230203",309,4,201,0,0,1,1,4,1,6,3,21,4,265,239,22,201,86,22,124,0,109,95,197,33,69,113,"06","Buenos Aires","06623","Pergamino","066230203",778,309,-33.890009,-60.573715,0.18251606049709,"POLYGON((-60.571951 -33.888124,-60.570924 -33.888462,-60.571348 -33.889337,-60.570772 -33.889530,-60.571161 -33.890326,-60.571551 -33.891150,-60.572751 -33.890783,-60.573465 -33.892440,-60.573506 -33.892524,-60.573537 -33.892515,-60.573589 -33.892639,-60.576688 -33.891591,-60.575060 -33.888096,-60.574360 -33.888330,-60.574319 -33.888246,-60.574272 -33.888261,-60.573982 -33.887686,-60.573902 -33.887479,-60.572929 -33.887792,-60.571951 -33.888124))"
"066230311",231,3,120,0,2,4,1,0,1,19,4,19,16,188,183,31,177,41,13,82,2,129,77,102,11,14,72,"06","Buenos Aires","06623","Pergamino","066230311",626,231,-33.890529,-60.583157,0.13059900104919,"POLYGON((-60.585875 -33.888511,-60.585792 -33.888539,-60.585783 -33.888517,-60.584884 -33.888820,-60.582941 -33.889463,-60.582035 -33.889758,-60.581077 -33.890081,-60.580058 -33.890406,-60.580470 -33.891288,-60.580854 -33.892059,-60.581227 -33.892834,-60.582262 -33.892480,-60.583195 -33.892189,-60.582805 -33.891415,-60.583738 -33.891087,-60.584708 -33.890760,-60.585667 -33.890425,-60.586534 -33.890133,-60.586542 -33.890151,-60.586643 -33.890117,-60.585875 -33.888511))"
